epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,1677.18,0.89072,0.56875,0.0026,0.90994,0.74828,0.90319,0.72975,0.89453,0.67482,0.00282,0.000297125,0.000297125,0.000297125
79,1698.36,0.85374,0.53496,0.00256,0.86263,0.78137,0.9047,0.73415,0.8788,0.69704,0.00276,0.00028475,0.00028475,0.00028475
80,1719.23,0.86437,0.56068,0.00244,0.8329,0.84395,0.90132,0.7319,0.89946,0.67583,0.00285,0.000272375,0.000272375,0.000272375
81,1740.63,0.87442,0.56476,0.0025,0.83621,0.86761,0.907,0.72761,0.91536,0.68495,0.00286,0.00026,0.00026,0.00026
82,1761.23,0.87632,0.5697,0.00248,0.82407,0.84476,0.90382,0.72798,0.89606,0.68226,0.00282,0.000247625,0.000247625,0.000247625
83,1782.16,0.84859,0.54098,0.00248,0.85317,0.80005,0.9019,0.72844,0.8929,0.69107,0.00282,0.00023525,0.00023525,0.00023525
84,1803.11,0.86116,0.55171,0.00232,0.8282,0.86308,0.90427,0.70399,0.89465,0.688,0.00284,0.000222875,0.000222875,0.000222875
85,1823.96,0.83817,0.55974,0.00261,0.84027,0.8218,0.90058,0.72684,0.8863,0.69692,0.00277,0.0002105,0.0002105,0.0002105
86,1844.28,0.83844,0.5396,0.0026,0.86346,0.80206,0.89864,0.73085,0.88736,0.68852,0.00281,0.000198125,0.000198125,0.000198125
87,1865.51,0.84466,0.5534,0.00254,0.84263,0.84203,0.9048,0.73309,0.88766,0.66009,0.00279,0.00018575,0.00018575,0.00018575
88,1886.62,0.82574,0.54306,0.00236,0.82522,0.84793,0.90235,0.73026,0.87784,0.68788,0.00274,0.000173375,0.000173375,0.000173375
89,1907.66,0.83285,0.52261,0.00236,0.82319,0.83695,0.90088,0.72849,0.89117,0.6707,0.00279,0.000161,0.000161,0.000161
90,1929.06,0.8551,0.54808,0.00239,0.82317,0.82338,0.90193,0.73199,0.88398,0.67568,0.00277,0.000148625,0.000148625,0.000148625
91,1954.28,0.87516,0.52394,0.00288,0.81077,0.84416,0.89378,0.7083,0.95975,0.724,0.00309,0.00013625,0.00013625,0.00013625
92,1974.5,0.87992,0.52121,0.00278,0.79207,0.85165,0.90245,0.72258,0.91241,0.70915,0.00285,0.000123875,0.000123875,0.000123875
93,1994.48,0.8669,0.50124,0.00269,0.86881,0.77825,0.89841,0.72098,0.89759,0.69182,0.00283,0.0001115,0.0001115,0.0001115
94,2014.55,0.81162,0.46537,0.0029,0.84066,0.82054,0.9022,0.73125,0.88538,0.68554,0.00279,9.9125e-05,9.9125e-05,9.9125e-05
95,2034.76,0.83047,0.50567,0.00283,0.85235,0.82972,0.90347,0.73156,0.87846,0.67316,0.00276,8.675e-05,8.675e-05,8.675e-05
96,2054.82,0.78635,0.4502,0.00257,0.86034,0.81776,0.90039,0.72948,0.88896,0.6698,0.00284,7.4375e-05,7.4375e-05,7.4375e-05
97,2075.24,0.80886,0.45582,0.0027,0.86807,0.82273,0.90191,0.73022,0.87579,0.6721,0.00279,6.2e-05,6.2e-05,6.2e-05
98,2095.15,0.7779,0.45569,0.00269,0.85998,0.81952,0.90483,0.73343,0.87062,0.66955,0.00276,4.9625e-05,4.9625e-05,4.9625e-05
99,2115.13,0.79813,0.4589,0.00269,0.84981,0.82746,0.90283,0.73101,0.87709,0.68038,0.00278,3.725e-05,3.725e-05,3.725e-05
100,2135.35,0.83967,0.51892,0.00294,0.84188,0.85291,0.90325,0.73209,0.87047,0.67698,0.00274,2.4875e-05,2.4875e-05,2.4875e-05
