epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,595.466,1.48169,1.53806,0.01275,0.62388,0.55496,0.65044,0.36813,1.44904,1.37536,0.01556,0.00043325,0.00043325,0.00043325
68,604.103,1.47994,1.54818,0.01296,0.67689,0.56415,0.59613,0.35034,1.4353,1.32516,0.01517,0.000420875,0.000420875,0.000420875
69,612.455,1.4756,1.46668,0.013,0.78405,0.5223,0.6246,0.3884,1.34258,1.17501,0.01415,0.0004085,0.0004085,0.0004085
70,620.906,1.4936,1.56928,0.01338,0.7851,0.52788,0.65142,0.40414,1.33138,1.16038,0.01415,0.000396125,0.000396125,0.000396125
71,629.362,1.44913,1.52468,0.01216,0.78375,0.52985,0.61683,0.38282,1.31699,1.18191,0.01395,0.00038375,0.00038375,0.00038375
72,637.916,1.47285,1.52893,0.01264,0.81352,0.50839,0.59641,0.37089,1.29135,1.13806,0.01357,0.000371375,0.000371375,0.000371375
73,646.437,1.4956,1.53423,0.01312,0.48744,0.56325,0.60942,0.38391,1.28609,1.11999,0.01352,0.000359,0.000359,0.000359
74,654.872,1.45881,1.54459,0.01245,0.56174,0.75648,0.68563,0.43775,1.28134,1.12943,0.01337,0.000346625,0.000346625,0.000346625
75,663.142,1.4502,1.47511,0.01259,0.52993,0.67148,0.63606,0.40906,1.29154,1.12972,0.01345,0.00033425,0.00033425,0.00033425
76,671.521,1.43987,1.43161,0.01193,0.65342,0.69378,0.7689,0.49782,1.33089,1.10866,0.01396,0.000321875,0.000321875,0.000321875
77,680.046,1.4413,1.45786,0.01234,0.52924,0.66514,0.69193,0.41033,1.42521,1.20107,0.015,0.0003095,0.0003095,0.0003095
78,688.513,1.4234,1.48215,0.01217,0.70689,0.7011,0.71381,0.43902,1.39428,1.16013,0.01445,0.000297125,0.000297125,0.000297125
79,697.396,1.44861,1.48343,0.0121,0.67168,0.68709,0.70989,0.46763,1.28844,1.09365,0.01354,0.00028475,0.00028475,0.00028475
80,706.033,1.42153,1.465,0.01193,0.72733,0.70522,0.7362,0.49455,1.25463,1.04191,0.01325,0.000272375,0.000272375,0.000272375
81,714.803,1.42775,1.54428,0.01189,0.64329,0.7433,0.77264,0.52349,1.26098,1.09637,0.01329,0.00026,0.00026,0.00026
82,723.349,1.4095,1.48938,0.0117,0.64806,0.72788,0.78351,0.52849,1.29081,1.11044,0.01356,0.000247625,0.000247625,0.000247625
83,732.083,1.41634,1.45124,0.01194,0.7655,0.68789,0.78607,0.53323,1.27036,1.09567,0.01334,0.00023525,0.00023525,0.00023525
84,740.838,1.3819,1.37462,0.01183,0.75712,0.66,0.74067,0.48017,1.31735,1.09339,0.01376,0.000222875,0.000222875,0.000222875
85,749.554,1.42207,1.43674,0.01221,0.66207,0.74226,0.76984,0.50506,1.26011,1.04561,0.01297,0.0002105,0.0002105,0.0002105
86,757.968,1.36663,1.40265,0.01159,0.71399,0.81376,0.79071,0.52426,1.24494,1.0596,0.01278,0.000198125,0.000198125,0.000198125
87,766.412,1.40451,1.36224,0.01228,0.78713,0.80327,0.80651,0.5584,1.2309,1.04587,0.01271,0.00018575,0.00018575,0.00018575
88,774.743,1.36579,1.38384,0.01129,0.73621,0.71105,0.77704,0.52342,1.26076,1.09677,0.01301,0.000173375,0.000173375,0.000173375
89,783.268,1.37434,1.39742,0.01181,0.70601,0.8084,0.79357,0.52628,1.24341,1.06036,0.01284,0.000161,0.000161,0.000161
90,791.876,1.37613,1.3769,0.01153,0.61947,0.85741,0.78129,0.52111,1.22517,1.01761,0.01265,0.000148625,0.000148625,0.000148625
91,801.576,1.33208,1.15611,0.01383,0.7914,0.71403,0.82714,0.58128,1.21064,1.01569,0.01247,0.00013625,0.00013625,0.00013625
92,810.064,1.36271,1.21113,0.01351,0.76207,0.69347,0.78197,0.54574,1.22645,1.04937,0.01259,0.000123875,0.000123875,0.000123875
93,818.772,1.34948,1.13952,0.01387,0.88754,0.67798,0.78974,0.55224,1.2297,1.02251,0.01266,0.0001115,0.0001115,0.0001115
94,827.463,1.32374,1.17469,0.01346,0.67724,0.74515,0.78302,0.5382,1.21656,1.02625,0.01249,9.9125e-05,9.9125e-05,9.9125e-05
95,836.021,1.30689,1.13429,0.01313,0.87128,0.6738,0.81218,0.55879,1.21776,1.0267,0.01247,8.675e-05,8.675e-05,8.675e-05
96,844.551,1.32211,1.0854,0.01346,0.76572,0.76211,0.83324,0.57885,1.19937,1.00452,0.01231,7.4375e-05,7.4375e-05,7.4375e-05
97,853.024,1.29942,1.14169,0.01296,0.88323,0.69197,0.83446,0.58483,1.18847,1.00593,0.01218,6.2e-05,6.2e-05,6.2e-05
98,861.48,1.3091,1.15769,0.01233,0.88028,0.67923,0.81571,0.54927,1.21737,1.03522,0.01248,4.9625e-05,4.9625e-05,4.9625e-05
99,869.798,1.31413,1.11863,0.01314,0.89436,0.68056,0.8222,0.57316,1.18801,1.00538,0.01216,3.725e-05,3.725e-05,3.725e-05
100,878.12,1.30385,1.12789,0.01294,0.89548,0.67896,0.82345,0.57536,1.1849,0.99927,0.01212,2.4875e-05,2.4875e-05,2.4875e-05
