epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,553.08,1.23274,1.11726,0.00514,0.75744,0.79395,0.85643,0.60388,1.04453,0.73701,0.00571,0.000495125,0.000495125,0.000495125
63,561.231,1.21516,1.05129,0.00518,0.79934,0.79564,0.85202,0.59209,1.06803,0.75371,0.00594,0.00048275,0.00048275,0.00048275
64,569.75,1.24539,1.10432,0.00535,0.78098,0.78308,0.85842,0.61427,1.04399,0.72405,0.00575,0.000470375,0.000470375,0.000470375
65,577.815,1.2436,1.0606,0.00508,0.7572,0.8422,0.87895,0.62166,1.07383,0.73691,0.00567,0.000458,0.000458,0.000458
66,585.848,1.20278,1.06938,0.00467,0.88598,0.7128,0.85831,0.61718,1.02625,0.70137,0.00566,0.000445625,0.000445625,0.000445625
67,594.002,1.17533,1.04856,0.00487,0.83554,0.81474,0.88837,0.6293,1.04507,0.69223,0.00583,0.00043325,0.00043325,0.00043325
68,602.139,1.18371,1.03361,0.00498,0.83458,0.80652,0.88608,0.63863,1.03171,0.67163,0.00576,0.000420875,0.000420875,0.000420875
69,610.087,1.17413,1.07047,0.00506,0.84335,0.77959,0.88611,0.63871,1.01931,0.68603,0.00557,0.0004085,0.0004085,0.0004085
70,618.657,1.17459,1.01337,0.00472,0.88497,0.7875,0.90309,0.64279,1.03758,0.65353,0.00552,0.000396125,0.000396125,0.000396125
71,626.744,1.17762,0.99263,0.00476,0.8715,0.73829,0.84974,0.61794,0.98691,0.68383,0.00532,0.00038375,0.00038375,0.00038375
72,635.14,1.14221,1.00959,0.00454,0.82735,0.7871,0.88742,0.63011,1.03523,0.6683,0.00562,0.000371375,0.000371375,0.000371375
73,643.48,1.17066,1.00654,0.00461,0.85413,0.78797,0.88077,0.63909,0.98995,0.66024,0.00526,0.000359,0.000359,0.000359
74,651.69,1.1686,0.99668,0.0048,0.873,0.82674,0.91104,0.65483,1.00905,0.662,0.00543,0.000346625,0.000346625,0.000346625
75,660.198,1.18494,0.99456,0.00508,0.93727,0.78564,0.91188,0.64946,1.00412,0.65379,0.00528,0.00033425,0.00033425,0.00033425
76,668.216,1.12328,0.94885,0.00459,0.90185,0.81279,0.91498,0.65486,0.99135,0.63803,0.00554,0.000321875,0.000321875,0.000321875
77,676.552,1.10829,0.93552,0.00447,0.88316,0.79378,0.90826,0.64864,0.97914,0.61815,0.00532,0.0003095,0.0003095,0.0003095
78,684.397,1.14042,0.95722,0.00454,0.89788,0.82368,0.9246,0.67689,0.95059,0.58024,0.00508,0.000297125,0.000297125,0.000297125
79,692.535,1.16261,0.99231,0.00476,0.87202,0.86179,0.93148,0.68523,0.97432,0.57726,0.00517,0.00028475,0.00028475,0.00028475
80,700.874,1.12311,0.91993,0.00485,0.85332,0.84511,0.92498,0.69169,0.94001,0.57445,0.00506,0.000272375,0.000272375,0.000272375
81,709.476,1.118,0.91825,0.00451,0.90129,0.84073,0.93274,0.69342,0.95205,0.56255,0.00506,0.00026,0.00026,0.00026
82,717.771,1.12435,0.92682,0.00453,0.87219,0.84816,0.92366,0.68275,0.95426,0.57449,0.00504,0.000247625,0.000247625,0.000247625
83,726.028,1.09503,0.93646,0.0045,0.90877,0.84746,0.93117,0.69323,0.92422,0.55366,0.00491,0.00023525,0.00023525,0.00023525
84,734.346,1.09302,0.88016,0.00433,0.92495,0.84347,0.93663,0.69121,0.95151,0.56376,0.00503,0.000222875,0.000222875,0.000222875
85,742.889,1.10749,0.92511,0.00463,0.8991,0.86061,0.94036,0.71377,0.88153,0.54668,0.00467,0.0002105,0.0002105,0.0002105
86,751.258,1.09806,0.90371,0.0043,0.92404,0.85855,0.93964,0.70577,0.90029,0.54996,0.00476,0.000198125,0.000198125,0.000198125
87,759.385,1.06959,0.8708,0.0043,0.89333,0.87937,0.9405,0.69762,0.91323,0.54264,0.00478,0.00018575,0.00018575,0.00018575
88,767.919,1.09922,0.90752,0.00451,0.90167,0.86581,0.93833,0.70997,0.87232,0.52755,0.00457,0.000173375,0.000173375,0.000173375
89,776.193,1.1013,0.93046,0.00438,0.87036,0.88872,0.94422,0.70436,0.91588,0.53811,0.00486,0.000161,0.000161,0.000161
90,784.047,1.07347,0.86765,0.00415,0.89002,0.87447,0.94266,0.70283,0.9368,0.5402,0.00501,0.000148625,0.000148625,0.000148625
91,795.243,1.08872,0.86144,0.00503,0.86108,0.88539,0.94142,0.72375,0.86823,0.52773,0.00453,0.00013625,0.00013625,0.00013625
92,803.481,1.04419,0.77395,0.0047,0.90206,0.84541,0.93861,0.72268,0.86487,0.52157,0.00449,0.000123875,0.000123875,0.000123875
93,811.851,1.01985,0.7433,0.00496,0.88721,0.87245,0.93911,0.71722,0.90163,0.53368,0.00469,0.0001115,0.0001115,0.0001115
94,820.052,1.0088,0.76226,0.00461,0.85571,0.90352,0.93787,0.70814,0.92429,0.53776,0.00484,9.9125e-05,9.9125e-05,9.9125e-05
95,828.29,1.02151,0.74303,0.00463,0.88361,0.87607,0.94111,0.71484,0.90952,0.53949,0.00475,8.675e-05,8.675e-05,8.675e-05
96,836.884,0.99921,0.74366,0.00437,0.91848,0.85044,0.94061,0.72575,0.87824,0.51989,0.00458,7.4375e-05,7.4375e-05,7.4375e-05
97,845.25,0.97076,0.74975,0.00453,0.90896,0.85582,0.94121,0.7248,0.88012,0.52108,0.00458,6.2e-05,6.2e-05,6.2e-05
98,853.621,0.97002,0.73804,0.00412,0.91004,0.85709,0.93987,0.71702,0.89989,0.52431,0.00468,4.9625e-05,4.9625e-05,4.9625e-05
99,861.739,0.9734,0.70781,0.00435,0.90324,0.86013,0.94,0.71334,0.90678,0.52653,0.00473,3.725e-05,3.725e-05,3.725e-05
100,869.925,0.97553,0.76293,0.00435,0.9322,0.82034,0.93988,0.72064,0.8981,0.52169,0.00469,2.4875e-05,2.4875e-05,2.4875e-05
