epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,1501.59,1.14828,1.20679,0.00344,0.58383,0.70065,0.70868,0.48643,1.04917,0.7385,0.00364,0.00077975,0.00077975,0.00077975
40,1538.45,1.12875,1.14859,0.00344,0.68004,0.73047,0.76731,0.54656,1.0076,0.63709,0.00355,0.000767375,0.000767375,0.000767375
41,1575.58,1.14239,1.13916,0.0036,0.69671,0.75862,0.78088,0.55375,1.04947,0.64545,0.00375,0.000755,0.000755,0.000755
42,1613.03,1.16021,1.10915,0.00362,0.80422,0.70291,0.78873,0.57519,0.98947,0.63055,0.00351,0.000742625,0.000742625,0.000742625
43,1650.79,1.14933,1.03693,0.00341,0.81209,0.73799,0.81342,0.58042,1.04396,0.62879,0.00373,0.00073025,0.00073025,0.00073025
44,1687.67,1.13809,1.0176,0.00334,0.78334,0.71651,0.79502,0.56617,1.03331,0.62391,0.00365,0.000717875,0.000717875,0.000717875
45,1724.38,1.10561,1.0149,0.00348,0.79003,0.78742,0.82634,0.59337,0.99975,0.59133,0.00353,0.0007055,0.0007055,0.0007055
46,1761.44,1.09551,1.0121,0.00344,0.77155,0.73637,0.80279,0.57814,0.97877,0.59456,0.00341,0.000693125,0.000693125,0.000693125
47,1798.78,1.0896,0.97283,0.0032,0.88257,0.71283,0.83919,0.60176,0.96108,0.57371,0.00336,0.00068075,0.00068075,0.00068075
48,1835.78,1.11403,0.93607,0.00334,0.8386,0.76838,0.8549,0.60454,1.05234,0.59345,0.00366,0.000668375,0.000668375,0.000668375
49,1873.04,1.08736,0.90934,0.00338,0.80111,0.79421,0.85494,0.6295,0.96461,0.5571,0.00344,0.000656,0.000656,0.000656
50,1910.12,1.07751,0.87961,0.00314,0.78675,0.8194,0.87392,0.6444,0.94181,0.54145,0.0033,0.000643625,0.000643625,0.000643625
51,1948.12,1.06247,0.87122,0.00321,0.85916,0.83748,0.899,0.65975,0.93794,0.52294,0.00328,0.00063125,0.00063125,0.00063125
52,1985.15,1.08295,0.87349,0.00321,0.86155,0.81219,0.89434,0.65462,0.94029,0.52625,0.00335,0.000618875,0.000618875,0.000618875
53,2021.51,1.05458,0.84236,0.00313,0.85412,0.83399,0.89822,0.64246,0.97178,0.52979,0.00335,0.0006065,0.0006065,0.0006065
54,2058.13,1.06193,0.82803,0.00325,0.84758,0.83774,0.89073,0.65437,0.95089,0.52969,0.00334,0.000594125,0.000594125,0.000594125
55,2095.59,1.06729,0.84733,0.00323,0.84864,0.84552,0.89241,0.65692,0.96334,0.53594,0.00339,0.00058175,0.00058175,0.00058175
56,2132.34,1.05158,0.81306,0.0031,0.85653,0.87036,0.91218,0.6634,0.94243,0.50728,0.00322,0.000569375,0.000569375,0.000569375
57,2168.99,1.03578,0.79371,0.00315,0.84567,0.83675,0.89656,0.6648,0.91779,0.49632,0.00318,0.000557,0.000557,0.000557
58,2206.65,1.01997,0.79171,0.00308,0.88503,0.84815,0.91728,0.69276,0.89832,0.47305,0.00316,0.000544625,0.000544625,0.000544625
59,2243.06,1.02099,0.78271,0.00314,0.90864,0.84038,0.92126,0.69802,0.89524,0.47807,0.00315,0.00053225,0.00053225,0.00053225
60,2281.02,0.99481,0.76778,0.00298,0.87024,0.84642,0.90477,0.68744,0.86683,0.46045,0.00303,0.000519875,0.000519875,0.000519875
61,2318.09,1.01942,0.75558,0.0031,0.87274,0.85823,0.92405,0.70397,0.89018,0.46587,0.0031,0.0005075,0.0005075,0.0005075
62,2355.75,0.99935,0.72778,0.00282,0.86346,0.86234,0.92376,0.70032,0.86766,0.46555,0.00302,0.000495125,0.000495125,0.000495125
63,2393.14,0.98419,0.73545,0.00284,0.84851,0.86372,0.91602,0.69658,0.86539,0.46939,0.003,0.00048275,0.00048275,0.00048275
64,2430.83,0.98186,0.7407,0.00301,0.85972,0.88562,0.92202,0.701,0.85918,0.46057,0.003,0.000470375,0.000470375,0.000470375
65,2467.33,0.98262,0.71837,0.00299,0.8765,0.88201,0.93429,0.69321,0.85374,0.44286,0.00301,0.000458,0.000458,0.000458
66,2504.42,0.98958,0.73256,0.00304,0.89604,0.87187,0.93203,0.7145,0.85835,0.43492,0.00297,0.000445625,0.000445625,0.000445625
67,2541.29,0.99218,0.72556,0.00291,0.88852,0.86335,0.92134,0.70735,0.85105,0.45327,0.00294,0.00043325,0.00043325,0.00043325
68,2578.77,0.97056,0.69277,0.00277,0.87743,0.86325,0.9113,0.69725,0.85243,0.44357,0.00296,0.000420875,0.000420875,0.000420875
69,2615.41,0.9652,0.69901,0.003,0.88995,0.88697,0.9393,0.71161,0.89206,0.44933,0.00317,0.0004085,0.0004085,0.0004085
70,2652.38,1.00094,0.7041,0.003,0.92669,0.81042,0.92832,0.70178,0.86897,0.45071,0.00294,0.000396125,0.000396125,0.000396125
71,2688.99,0.99332,0.68055,0.00303,0.88154,0.86777,0.93289,0.72331,0.82718,0.42466,0.00288,0.00038375,0.00038375,0.00038375
72,2727.05,0.9717,0.66895,0.00293,0.9169,0.85213,0.93379,0.71817,0.83693,0.43051,0.00287,0.000371375,0.000371375,0.000371375
73,2764.38,0.98035,0.67254,0.00293,0.91289,0.88609,0.94075,0.72819,0.84822,0.43148,0.00288,0.000359,0.000359,0.000359
74,2800.96,0.98369,0.66877,0.00289,0.91205,0.85502,0.93547,0.72615,0.85531,0.447,0.003,0.000346625,0.000346625,0.000346625
75,2837.76,0.93104,0.64853,0.0028,0.88357,0.90064,0.93541,0.72827,0.82056,0.4202,0.00281,0.00033425,0.00033425,0.00033425
76,2874.24,0.94507,0.65927,0.00282,0.9214,0.88663,0.93447,0.73101,0.78848,0.39463,0.00273,0.000321875,0.000321875,0.000321875
77,2919.59,0.91064,0.62701,0.00277,0.90694,0.89647,0.94448,0.72441,0.80972,0.39949,0.00284,0.0003095,0.0003095,0.0003095
78,2956.4,0.93992,0.63662,0.00287,0.88838,0.90867,0.94355,0.73382,0.80413,0.41147,0.0028,0.000297125,0.000297125,0.000297125
79,2993.58,0.92051,0.63336,0.00265,0.9319,0.89003,0.94943,0.74087,0.80495,0.39716,0.00278,0.00028475,0.00028475,0.00028475
80,3030.97,0.89287,0.60996,0.00267,0.94625,0.89458,0.95567,0.75131,0.79108,0.38596,0.00273,0.000272375,0.000272375,0.000272375
81,3067.85,0.92347,0.63318,0.00268,0.94391,0.89705,0.95609,0.74664,0.80914,0.39548,0.00276,0.00026,0.00026,0.00026
82,3105.21,0.91196,0.61181,0.00257,0.95283,0.88637,0.958,0.75847,0.76148,0.36828,0.00262,0.000247625,0.000247625,0.000247625
83,3142.76,0.9183,0.63261,0.00286,0.95341,0.85626,0.95293,0.75199,0.77195,0.37866,0.00264,0.00023525,0.00023525,0.00023525
84,3180.28,0.92216,0.63424,0.00276,0.89954,0.88376,0.94148,0.74487,0.77038,0.38027,0.00263,0.000222875,0.000222875,0.000222875
85,3216.88,0.89954,0.62484,0.00285,0.94318,0.89959,0.95826,0.75908,0.76871,0.3738,0.00262,0.0002105,0.0002105,0.0002105
86,3253.86,0.91178,0.61885,0.00262,0.93657,0.9084,0.96009,0.76734,0.74792,0.35998,0.00255,0.000198125,0.000198125,0.000198125
87,3291.05,0.88378,0.59467,0.0027,0.9418,0.90089,0.95829,0.74328,0.76834,0.37812,0.00262,0.00018575,0.00018575,0.00018575
88,3327.6,0.88304,0.59244,0.00254,0.92855,0.9034,0.95749,0.75414,0.76281,0.37602,0.0026,0.000173375,0.000173375,0.000173375
89,3364.8,0.88918,0.60114,0.00259,0.91353,0.91898,0.9546,0.76628,0.74812,0.36549,0.00255,0.000161,0.000161,0.000161
90,3401.53,0.89803,0.59443,0.00268,0.92675,0.89863,0.95466,0.7677,0.74885,0.36882,0.00256,0.000148625,0.000148625,0.000148625
91,3442.84,0.90947,0.61017,0.00307,0.94059,0.88397,0.95516,0.75796,0.76472,0.37899,0.00261,0.00013625,0.00013625,0.00013625
92,3479.58,0.90609,0.56698,0.00305,0.93566,0.89518,0.95819,0.76611,0.78348,0.37754,0.00268,0.000123875,0.000123875,0.000123875
93,3515.62,0.87373,0.54531,0.00294,0.9275,0.91708,0.95766,0.76406,0.76334,0.37415,0.00257,0.0001115,0.0001115,0.0001115
94,3551.08,0.8626,0.53599,0.00297,0.93758,0.91084,0.95927,0.76485,0.75444,0.3714,0.00257,9.9125e-05,9.9125e-05,9.9125e-05
95,3586.38,0.86178,0.54122,0.00294,0.94328,0.91029,0.96135,0.76009,0.77622,0.37067,0.00266,8.675e-05,8.675e-05,8.675e-05
96,3621.94,0.85118,0.52153,0.00295,0.92967,0.92306,0.96016,0.7614,0.76269,0.36619,0.00261,7.4375e-05,7.4375e-05,7.4375e-05
97,3657.93,0.83058,0.52461,0.00281,0.94024,0.91065,0.96144,0.77041,0.74373,0.36004,0.00252,6.2e-05,6.2e-05,6.2e-05
98,3694,0.82452,0.51131,0.00272,0.92894,0.9116,0.9602,0.76449,0.74664,0.36141,0.00252,4.9625e-05,4.9625e-05,4.9625e-05
99,3729.65,0.85418,0.52472,0.00284,0.96031,0.88428,0.96025,0.76348,0.75482,0.36445,0.00256,3.725e-05,3.725e-05,3.725e-05
100,3765.65,0.83142,0.51324,0.00283,0.95836,0.88774,0.96112,0.76688,0.75174,0.36404,0.00255,2.4875e-05,2.4875e-05,2.4875e-05
