epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1994.27,1.02023,0.55082,0.00305,0.66695,0.80421,0.67732,0.49167,1.0747,0.79708,0.00343,0.000742625,0.000742625,0.000742625
43,2039.77,1.01763,0.5593,0.00313,0.58814,0.68879,0.68817,0.50051,1.04089,0.7594,0.0033,0.00073025,0.00073025,0.00073025
44,2085.91,1.00559,0.54823,0.00288,0.71351,0.80518,0.72156,0.52055,1.13393,0.77724,0.00347,0.000717875,0.000717875,0.000717875
45,2132.06,1.02813,0.5515,0.00304,0.6524,0.76422,0.71042,0.51506,1.10232,0.86361,0.00334,0.0007055,0.0007055,0.0007055
46,2178.2,0.99593,0.52659,0.00288,0.86247,0.81245,0.90167,0.66305,1.05637,0.68988,0.00341,0.000693125,0.000693125,0.000693125
47,2224,0.97805,0.53812,0.00306,0.76179,0.6874,0.7668,0.57815,1.01161,0.77255,0.00322,0.00068075,0.00068075,0.00068075
48,2269.72,0.99336,0.52036,0.00317,0.62628,0.86376,0.69113,0.50687,1.05802,0.77277,0.00333,0.000668375,0.000668375,0.000668375
49,2316.47,0.97434,0.50954,0.00287,0.78029,0.80145,0.78816,0.56937,1.0704,0.78381,0.00337,0.000656,0.000656,0.000656
50,2362.71,0.94911,0.5044,0.00279,0.66957,0.83219,0.68832,0.51641,1.01109,0.72307,0.00323,0.000643625,0.000643625,0.000643625
51,2408.39,0.92328,0.48643,0.00283,0.65623,0.90083,0.73141,0.54161,1.02263,0.78687,0.00329,0.00063125,0.00063125,0.00063125
52,2454.24,0.9016,0.46074,0.0027,0.56852,0.63092,0.66117,0.48418,1.02194,0.79072,0.00328,0.000618875,0.000618875,0.000618875
53,2500.86,0.9219,0.48597,0.00273,0.55229,0.77359,0.68509,0.51277,1.02604,0.72925,0.0033,0.0006065,0.0006065,0.0006065
54,2546.94,0.90798,0.47621,0.00272,0.576,0.90518,0.70006,0.51914,1.0335,0.74213,0.00323,0.000594125,0.000594125,0.000594125
55,2592.76,0.92912,0.47914,0.00287,0.68786,0.84695,0.71337,0.5235,1.04912,0.77857,0.00341,0.00058175,0.00058175,0.00058175
56,2638.87,0.87857,0.45756,0.00262,0.58876,0.88072,0.66136,0.49459,0.99203,0.83379,0.00316,0.000569375,0.000569375,0.000569375
57,2684.91,0.86661,0.44962,0.00263,0.71057,0.81167,0.72034,0.56385,1.01395,0.74699,0.00324,0.000557,0.000557,0.000557
58,2731.12,0.85877,0.42576,0.00257,0.55865,0.89764,0.65659,0.48917,1.02918,0.83674,0.0033,0.000544625,0.000544625,0.000544625
59,2777.13,0.8755,0.43268,0.00265,0.64344,0.85553,0.68671,0.50558,1.03031,0.76192,0.00335,0.00053225,0.00053225,0.00053225
60,2822.74,0.84397,0.42487,0.00249,0.63586,0.85383,0.67903,0.49198,1.04026,0.80853,0.00334,0.000519875,0.000519875,0.000519875
61,2868.57,0.79941,0.41032,0.00236,0.59213,0.6203,0.70645,0.52544,1.02694,0.74917,0.00331,0.0005075,0.0005075,0.0005075
62,2914.52,0.82419,0.42213,0.00253,0.61735,0.58748,0.65028,0.47132,1.02542,0.81976,0.00328,0.000495125,0.000495125,0.000495125
63,2960.43,0.82644,0.42363,0.00258,0.62796,0.86174,0.65651,0.49198,1.05509,0.78885,0.00345,0.00048275,0.00048275,0.00048275
64,3006.05,0.80176,0.40047,0.0024,0.6249,0.8753,0.67424,0.51193,1.0178,0.77006,0.00337,0.000470375,0.000470375,0.000470375
65,3052.07,0.8083,0.40027,0.00243,0.7238,0.8257,0.72566,0.55108,1.03595,0.74185,0.00341,0.000458,0.000458,0.000458
66,3097.7,0.80747,0.41416,0.00237,0.65298,0.87498,0.69374,0.53232,1.00624,0.75421,0.00334,0.000445625,0.000445625,0.000445625
67,3143.44,0.78555,0.40086,0.00236,0.67476,0.84591,0.70567,0.54161,1.0038,0.76584,0.0033,0.00043325,0.00043325,0.00043325
